"",Name,Artist,Album,Popularity,Lyrics,Sentiment
88,What I Got,Sublime,Sublime,76,"56 contributorstranslationsportuguêswhat i got lyric [ intro ] fuck , you ca n't even sing [ vers 1 ] earli in the mornin ' , risin ' to the street light me up that cigarett and i 'll strap shoe o...",Feeling : Positive
4,Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,72,"57 contributorsbridg over troubl water lyric [ vers 1 ] when you 're weari feel small when tear are in your eye i will dri them all i 'm on your side oh , when time get rough and friend just ca n'...",Feeling : Positive
768,I Really Like You,Carly Rae Jepsen,Emotion (Deluxe),37,"57 contributorsi realli like you lyric [ vers 1 ] i realli wan na stop , but i just got the tast for it i feel like i could fli with the boy on the moon so honey , hold my hand , you like make me ...",Feeling : Positive
644,Last Last,Burna Boy,Last Last,51,"57 contributorslast last lyric [ intro ] e don cast , last last , na everybodi go chop breakfast shayo shayo igbo [ vers 1 ] you go bow for the result o noth to discuss o , caus i dey win by defau...",Feeling : Positive
29,Sunshine Of Your Love,Cream,Disraeli Gears (Remastered),0,"57 contributorssunshin of your love lyric [ vers 1 ] it ’ s get near dawn when light close their tire eye i ’ ll soon be with you , my love give you my dull surpris [ pre-choru ] i ’ ll be with yo...",Feeling : Positive
515,HAPPY,NF,HOPE,83,"57 contributorstranslationsdeutschfrançaisportuguêsрусскийpolskiукраїнськаhappi lyric [ vers 1 ] dear god , pleas hear me out , i know it 's been a coupl year sinc i 've reach out and said hello ,...",Feeling : Positive
334,HAPPY,NF,HOPE,83,"57 contributorstranslationsdeutschfrançaisportuguêsрусскийpolskiукраїнськаhappi lyric [ vers 1 ] dear god , pleas hear me out , i know it 's been a coupl year sinc i 've reach out and said hello ,...",Feeling : Positive
666,Overpass Graffiti,Ed Sheeran,Overpass Graffiti (TCTS Remix),30,57 contributorstranslationsespañolportuguêsdeutschفارسیoverpass graffiti lyric [ vers 1 ] thi is a dark parad anoth rough patch to rain on to rain on i know your friend may say thi is a caus for c...,Feeling : Positive
663,she's all i wanna be,Tate McRae,she's all i wanna be,74,"57 contributorstranslationstürkçeenglishdeutscht mcrae - she ’ s all i wan na be ( ελληνικές μεταφράσεις ) ​she ’ s all i wan na be lyric [ intro ] ( ooh , ooh-ooh , ooh-ooh ) ( ooh , ooh-ooh , oo...",Feeling : Négative
2,My Sweet Lord,George Harrison,All Things Must Pass (Remastered),0,"58 contributorsmi sweet lord lyric [ choru ] my sweet lord mmm , my lord mmm , my lord [ vers 1 ] i realli wan na see you realli wan na be with you realli wan na see you , lord but it take so long...",Feeling : Positive
733,Somebody,Natalie La Rose,Somebody,67,58 contributorssomebodi lyric [ intro ] come on natali la rose [ choru : jeremih ] i wan na rock with somebodi i wan na take shot with somebodi i wan na leav with somebodi and we ai n't gon na tel...,Feeling : Positive
661,Under The Influence,Chris Brown,Indigo (Extended),54,"58 contributorstranslationsportuguêsund the influenc lyric [ intro ] kido , kido k-k-kido on the beat , better run it back [ vers 1 ] fuckin ' robitussin i do n't know whi thi shit got me lazi rig...",Feeling : Positive
461,Under The Influence,Chris Brown,Indigo (Extended),54,"58 contributorstranslationsportuguêsund the influenc lyric [ intro ] kido , kido k-k-kido on the beat , better run it back [ vers 1 ] fuckin ' robitussin i do n't know whi thi shit got me lazi rig...",Feeling : Positive
12,Alive,Pearl Jam,Ten,77,"59 contributorsal lyric [ vers 1 ] `` son , '' she said , `` have i got a littl stori for you what you thought wa your daddi wa noth but a ... while you were sittin ' home alon at age thirteen you...",Feeling : Positive
563,Calendar,Nines,Crop Circle 2,70,"6 contributorscalendar lyric [ intro ] you do n't love me if you love me , you would n't be call me tuesday you 'd be call my name , shanic , not fuck tuesday you call my phone , you 're ask for t...",Feeling : Positive
486,Cowgirls (feat. ERNEST),Morgan Wallen,One Thing At A Time,83,6 contributorscowgirl lyric [ vers 1 : morgan wallen ] she 'll set the field on fire just cuttin ' across a pastur she 'll have you fallin ' for it all and then leav right after and she got a cold...,Feeling : Positive
452,Dancin’ In The Country,Tyler Hubbard,Dancin' In The Country,71,"6 contributorsdancin ’ in the countri lyric [ vers 1 ] them neon light look good on you , so good on you but we ai n't got no room to move , no room to move we need some space and i know a place o...",Feeling : Positive
423,Eyes On You,Nicky Youre,Eyes On You,75,"6 contributorsey on you lyric [ intro ] she new to california , she know that i ador her she got me like ooh , i do n't know what to do sweet tea like arizona , one look and i 'm a goner you 're l...",Feeling : Positive
213,Frágil,Yahritza Y Su Esencia,Frágil,90,"6 contributorsfrágil lyric [ letra de `` frágil '' ] [ verso : yahritza & grupo frontera ] perdón , es que no sé la razón y metí el corazón en dond no debía no vi la señal de que iba en contra vía...",Feeling : Négative
497,Frágil,Yahritza Y Su Esencia,Frágil,90,"6 contributorsfrágil lyric [ letra de `` frágil '' ] [ verso : yahritza & grupo frontera ] perdón , es que no sé la razón y metí el corazón en dond no debía no vi la señal de que iba en contra vía...",Feeling : Négative
243,Frágil,Yahritza Y Su Esencia,Frágil,90,"6 contributorsfrágil lyric [ letra de `` frágil '' ] [ verso : yahritza & grupo frontera ] perdón , es que no sé la razón y metí el corazón en dond no debía no vi la señal de que iba en contra vía...",Feeling : Négative
224,GOOD LOYAL THOTS,Odetari,GOOD LOYAL THOTS,45,"6 contributorsgood loyal thot lyric [ intro ] world do n't revolv around you girl , you not the onli one world do n't revolv around you girl , you not the onli one world do n't revolv around you g...",Feeling : Neutral
112,I Finally Found Someone (feat. Bryan Adams),Barbra Streisand,The Mirror Has Two Faces - Music From The Motion Picture,65,6 contributorsi final found someon lyricsi final found someon that knock me off my feet i final found the one that make me feel complet it start over coffe we state out as friend it 's funni how f...,Feeling : Positive
352,If He Wanted To He Would,Kylie Morgan,P.S.,76,6 contributorsif he want to he would lyric [ vers 1 ] just 'caus he like your old pictur do n't mean he 's stuck on the past just 'caus he talk to your brother do n't mean he 's still attach just ...,Feeling : Positive
498,It Matters To Her,Scotty McCreery,Same Truck,74,6 contributorsit matter to her lyric [ vers 1 ] when you say i love you befor you hang up the phone when you buy her favorit wine on your way home when you kiss her in the kitchen when you kiss he...,Feeling : Positive
216,Little Girl Gone,CHINCHILLA,Little Girl Gone,80,"6 contributorslittl girl gone lyric [ intro ] say that again , i did n't quit hear ya mess with the wrong bitch [ vers 1 ] so i heard you 're back in town and have n't chang a bit , man you get of...",Feeling : Positive
378,Strange,Miranda Lambert,Palomino,62,"6 contributorsstrang lyric [ vers 1 ] coyot on my left and wolv on my right sun keep shinin ' in the middl of the night urban feel suburban , main street ai n't main , yeah and time like these mak...",Feeling : Positive
364,Thank God I Do,Lauren Daigle,Thank God I Do,70,6 contributorsthank god i do lyric [ vers 1 ] i 've seen love come and i 've seen love walk away so mani question will anybodi stay ? it 's been a hard year so mani night in tear all of the dark t...,Feeling : Positive
385,The Planet,BTS,The Planet,86,"6 contributorstranslationsenglishromanizationहिन्दीth planet lyric [ 방탄소년단의 `` the planet '' 가사 ] [ intro : jimin , jung kook ] we 'll get it done , we 'll work as one , we 'll get it done , nah ,...",Feeling : Positive
209,The Planet,BTS,The Planet,86,"6 contributorstranslationsenglishromanizationहिन्दीth planet lyric [ 방탄소년단의 `` the planet '' 가사 ] [ intro : jimin , jung kook ] we 'll get it done , we 'll work as one , we 'll get it done , nah ,...",Feeling : Positive
416,Dance All Over Me,George Ezra,Gold Rush Kid,70,6 contributorstranslationsportuguêsd all over me lyric [ intro ] tonight with me tonight with me [ vers 1 ] there 's mountain on mar and riverb too infinit star and there 's me and you there 's no...,Feeling : Positive
778,Runaway (U & I),Galantis,Runaway (U & I),55,"60 contributorsrunaway ( u & i ) lyric [ vers 1 : cathi denni ] think i can fli , think i can fli when i 'm with you my arm are wide , catch fire as the wind blow i know that i 'm rich enough for ...",Feeling : Positive
86,Return of the Mack,Mark Morrison,Return of the Mack,76,"61 contributorsreturn of the mack lyric [ intro ] ooh-oh-oh-oh come on oh yeah [ vers 1 ] well , i tri to tell you so ( ye , i did ) but i guess you did n't know as the saddest stori goe babi , no...",Feeling : Neutral
761,Lips Are Movin,Meghan Trainor,Title (Deluxe),73,"61 contributorstranslationsportuguêslip are movin lyric [ refrain ] if your lip are movin ' , if your lip are movin ' if your lip are movin ' , then you 're lyin ' , lyin ' , lyin ' , babi if your...",Feeling : Positive
590,Satellite,Harry Styles,Harry's House,85,61 contributorstranslationstürkçeespañolportuguêsहिन्दीfrançaissatellit lyric [ vers 1 ] you got a new life am i bother you ? do you wan na talk ? we share the last line then we drink the wall til...,Feeling : Négative
787,How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,80,"66 contributorstranslationsportuguêshow deep is your love lyric [ intro : ina wroldsen ] ah-ooh , ooh , ah-ooh [ vers 1 : ina wroldsen ] i want you to breath me in let me be your air let me roam y...",Feeling : Positive
47,Born to Run,Bruce Springsteen,Born To Run,75,"68 contributorsborn to run lyric [ vers 1 ] in the day , we sweat it out on the street of a runaway american dream at night , we ride through mansion of glori in suicid machin sprung from cage out...",Feeling : Positive
20,Tears in Heaven,Eric Clapton,Clapton Chronicles: The Best of Eric Clapton,5,68 contributorstear in heaven lyric [ vers 1 ] would you know my name if i saw you in heaven ? would it be the same if i saw you in heaven ? [ choru ] i must be strong and carri on ‘ caus i know i...,Feeling : Positive
389,Eat Your Young,Hozier,Eat Your Young,79,"69 contributorstranslationsfrançaisdeutscheat your young lyric [ vers 1 ] i 'm starvin ' , darlin ' let me put my lip to someth let me wrap my teeth around the world start carvin ' , darlin ' i wa...",Feeling : Négative
642,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,B.O.T.A. (Baddest Of Them All),82,"7 contributorsb.o.t.a . ( baddest of them all ) [ edit ] lyric [ intro ] ( do you wan na danc , babi ? ) ( i know you see me lookin ' at you on the daili ) ( ooh , i 'm in a tranc late ) ( i need ...",Feeling : Positive
608,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,B.O.T.A. (Baddest Of Them All),82,"7 contributorsb.o.t.a . ( baddest of them all ) [ edit ] lyric [ intro ] ( do you wan na danc , babi ? ) ( i know you see me lookin ' at you on the daili ) ( ooh , i 'm in a tranc late ) ( i need ...",Feeling : Positive
124,Barely Breathing,Duncan Sheik,Duncan Sheik,61,"7 contributorsbar breath lyric [ vers 1 ] i know what you 're do , i see it all too clear i onli tast the salin when i kiss away your tear you realli had me go , wish on a star but the black hole ...",Feeling : Positive
582,Because Of You,Gustaph,Because Of You,76,7 contributorsbecaus of you lyric [ choru ] and when the world got me go crazi i 'll carri on and it 's all becaus of you becaus of you [ vers 1 ] rememb when they told us `` you 're not good enou...,Feeling : Positive
233,Because Of You,Gustaph,Because Of You,76,7 contributorsbecaus of you lyric [ choru ] and when the world got me go crazi i 'll carri on and it 's all becaus of you becaus of you [ vers 1 ] rememb when they told us `` you 're not good enou...,Feeling : Positive
356,El Merengue,Marshmello,El Merengue,91,"7 contributorsel merengu lyric [ letra de `` el merengu '' ] [ intro : manuel turizo ] vamo ' , listo salud , muchacho , por esa mujer [ verso 1 : manuel turizo ] 'toy cansa ' o de pensart con el ...",Feeling : Négative
162,Give Me A Little More Time,GABRIELLE,Gabrielle,49,7 contributorsg me a littl more time lyric [ vers 1 ] you tri your best to show me that you realli care you said if there were day i wa lone to call you you 'd be there you tri your best to convin...,Feeling : Positive
142,One & One (feat. Maria Nayler),Robert Miles,Dreamland,56,"7 contributorson and one lyricsth sky is n't alway blue the sun doe n't alway shine it 's alright to fall apart sometim , mmm i am not alway you and you are not alway mine it 's alright to fall ap...",Feeling : Positive
746,Say Something,Karen Harding,Say Something,45,"7 contributorssay someth lyric [ vers 1 ] late you 've been quiet is there someth on your mind , babi ? the suspens is kill me so much that it 's drive me crazi the three word in your head drift a...",Feeling : Positive
451,Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,87,"7 contributorsthinkin ’ bout me lyric [ vers 1 ] do n't know where you at , do n't know where you 've been do n't know nothin ' 'bout that boy you 're into do n't feel bad for you but i feel bad f...",Feeling : Positive
242,Soarele si Luna,Pasha Parfeni,Soarele si Luna,74,"7 contributorstranslationsenglishfrançaissoarel şi luna lyric [ strofa 1 ] codrul cu frunza deasă cred că am găsit mireasă ( așa , așa , așa , așa , așa , așa ) nistrul cu apă lină m-am pierdut și...",Feeling : Positive
248,My Sister's Crown,Vesna,My Sister's Crown,77,"7 contributorstranslationsromanizationenglishfrançaispolskimi sister ’ s crown lyric [ intro ] moje sestra do kouta nepůjd ani tebe poslouchat nebud moje sestra v srdci je divoká copi zaplést , ni...",Feeling : Positive
417,You Didn’t,Brett Young,Weekends Look A Little Different These Days,69,"7 contributorsy didn ’ t lyric [ vers 1 ] i could never hate you even if i tri girl , i love you too much and i 've love you too long to fight mm it ai n't alway a bad thing say goodby and the las...",Feeling : Positive
701,CUFF IT,Beyoncé,RENAISSANCE,66,70 contributorstranslationsbeyoncé - cuff it ( türkçe çeviri ) * españolportuguêsहिन्दीfrançaisελληνικάcuff it lyric [ vers 1 ] i feel like fallin ' in love ( fallin ’ in love ) i 'm in the mood t...,Feeling : Négative
543,CUFF IT,Beyoncé,RENAISSANCE,89,70 contributorstranslationsbeyoncé - cuff it ( türkçe çeviri ) * españolportuguêsहिन्दीfrançaisελληνικάcuff it lyric [ vers 1 ] i feel like fallin ' in love ( fallin ’ in love ) i 'm in the mood t...,Feeling : Négative
631,Cold Heart - PNAU Remix,Elton John,Cold Heart (PNAU Remix),86,70 contributorstranslationsespañolportuguêscold heart ( pnau remix ) lyric [ intro ] ( oh ) ( oh ) ( you 're my cold heart ) ( oh ) ( oh ) [ vers : elton john ] it 's a human sign when thing go wr...,Feeling : Négative
718,Someone New,Hozier,Hozier,70,71 contributorssomeon new lyric [ vers 1 ] go and take thi the wrong way you knew who i wa with everi step that i ran to you onli blue or black day elect strang perfect in ani stranger i choos [ p...,Feeling : Positive
777,Elastic Heart,Sia,1000 Forms Of Fear (Deluxe Version),69,"71 contributorstranslationsespañolportuguêselast heart lyric [ intro ] i wo n't give up , i wo n't give up i wo n't give up , i wo n't give up [ vers 1 ] and anoth one bite the dust oh , whi can i...",Feeling : Positive
46,California Dreamin',The Mamas & The Papas,The Ultimate Collection,0,72 contributorstranslationstürkçecymraegcalifornia dreamin ’ lyric [ choru 1 ] all the leav are brown ( all the leav are brown ) and the sky is gray ( and the sky is gray ) i 've been for a walk (...,Feeling : Positive
41,Dancing Queen,ABBA,Arrival,0,"72 contributorstranslationstürkçeespañoldanc queen lyric [ choru ] you can danc , you can jive have the time of your life ooh , see that girl , watch that scene dig the danc queen [ vers 1 ] frida...",Feeling : Positive
264,Lose Yourself,Eminem,Curtain Call: The Hits (Deluxe Edition),79,"731 contributorstranslationstürkçesvenskaespañolportuguêsitalianoहिन्दीdeutschfrançaisazərbaycanca / آذربايجانрусскийlose yourself lyric [ intro ] look , if you had one shot or one opportun to sei...",Feeling : Négative
439,Sure Thing,Miguel,All I Want Is You,91,"75 contributorstranslationsenglishsur thing lyric [ intro ] love you like a brother treat you like a friend respect you like a lover [ refrain ] oh-ooh-oh , oh-ooh-oh , oh-ooh-oh ( you could bet t...",Feeling : Positive
570,Sure Thing,Miguel,All I Want Is You,91,"75 contributorstranslationsenglishsur thing lyric [ intro ] love you like a brother treat you like a friend respect you like a lover [ refrain ] oh-ooh-oh , oh-ooh-oh , oh-ooh-oh ( you could bet t...",Feeling : Positive
757,Waiting For Love,Avicii,Stories,65,"77 contributorswait for love lyric [ vers 1 ] where there 's a will , there 's a way , kinda beauti and everi night ha it day , so magic and if there 's love in thi life , there 's no obstacl that...",Feeling : Positive
637,About Damn Time,Lizzo,About Damn Time,2,"78 contributorstranslationstürkçeespañolportuguêsitalianocatalàbahasa melayudeutschabout damn time lyric [ intro ] anyway [ vers 1 ] it 's bad bitch o'clock , yeah , it 's thick-thirti i 've been ...",Feeling : Positive
673,Bad Habit,Steve Lacy,Bad Habit,86,79 contributorstranslationsespañolportuguêsbad habit lyric [ intro : steve laci & fousheé ] i wish i knew you want me i wish i knew i wish i knew you want me i wish i knew i wish i knew you want m...,Feeling : Positive
365,5 Leaf Clover,Luke Combs,Gettin' Old,75,"8 contributors5 leaf clover lyric [ vers 1 ] well , i go to work everi monday get to do someth i love and i make it home everi even to an angel god sent from abov got an eight point on camera from...",Feeling : Positive
680,Big City Life,Luude,Big City Life,75,8 contributorsbig citi life lyric [ vers ] peopl in a show all line in a row we just push on by it 's funni how hard we tri [ pre-choru ] do n't you wan na know me ? be a friend of mine i 'll shar...,Feeling : Négative
241,Break a Broken Heart,Andrew Lambrou,Break a Broken Heart,75,8 contributorsbreak a broken heart lyric [ intro ] woo-ooh-ooh ooh-ooh-ooh-ooh-ooh [ vers 1 ] the light went out i hit the ground you did n't mind that i wa bleed out you fill my life with minor s...,Feeling : Négative
610,Break a Broken Heart,Andrew Lambrou,Break a Broken Heart,75,8 contributorsbreak a broken heart lyric [ intro ] woo-ooh-ooh ooh-ooh-ooh-ooh-ooh [ vers 1 ] the light went out i hit the ground you did n't mind that i wa bleed out you fill my life with minor s...,Feeling : Négative
146,Cold Rock a Party,MC Lyte,Bad As I Wanna B,54,"8 contributorscold rock a parti lyric [ intro ] ( to the beat y'all ! to the beat y'all ! just clap your hand , just clap your hand ... ) to the l , to the y and the t to the e so get readi caus i...",Feeling : Positive
153,Let's Make A Night To Remember,Bryan Adams,18 Til I Die,53,8 contributorslet ’ s make a night to rememb lyricsi love the way you look tonight with your hair hang down on your shoulder and i love the way you danc your slow sweet tango the way you wan na do...,Feeling : Positive
630,Make Me Feel Good,Belters Only,Make Me Feel Good,69,"8 contributorsmak me feel good lyric [ vers 1 ] i wa in the club somewher near the bar i wa in the club somewher near the bar , when i saw that man , ooh i wa in the club somewher near the bar , w...",Feeling : Positive
554,Mountain,Sam Ryder,Mountain,60,8 contributorsmountain lyric [ vers 1 ] rough sea might pull me under and dark cloud might dim my day but there 's alway bright tomorrow when i close my eye and say `` rememb how you 've made it t...,Feeling : Positive
598,Promise,Voyager,Promise,73,8 contributorspromis lyric [ vers 1 : daniel estrin ] have you ever done anyth like thi befor ? have you ever done anyth like thi befor ? if you'v never done anyth like thi befor then you have n't...,Feeling : Positive
237,Promise,Voyager,Promise,73,8 contributorspromis lyric [ vers 1 : daniel estrin ] have you ever done anyth like thi befor ? have you ever done anyth like thi befor ? if you'v never done anyth like thi befor then you have n't...,Feeling : Positive
333,REACT,Switch Disco,REACT,79,"8 contributorsreact lyric [ vers 1 ] 24/7 , on my mind day and night , all the time you ai n't even by my side , yeah 24/7 , fascin , you got me infatu feel the power in your eye , eye [ choru ] m...",Feeling : Positive
528,REACT,Switch Disco,REACT,79,"8 contributorsreact lyric [ vers 1 ] 24/7 , on my mind day and night , all the time you ai n't even by my side , yeah 24/7 , fascin , you got me infatu feel the power in your eye , eye [ choru ] m...",Feeling : Positive
161,The Only Thing That Looks Good On Me Is You,Bryan Adams,18 Til I Die,51,8 contributorsth onli thing that look good on me is you lyricswel i do n't look good in no armani suit no gucci shoe - or design boot i 've tri the latest line from a to z but there 's just one th...,Feeling : Positive
281,Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,84,8 contributorsthi is juic wrld lyrics1 . lucid dream 2. wish well 3. robberi 4. all girl are the same 5. godzilla ( feat . juic wrld ) - eminem 6. come & go ( with marshmello ) 7. flex ( feat . ju...,Feeling : Positive
130,Til I Hear It From You,Gin Blossoms,Til I Hear It From You,59,"8 contributorstil i hear it from you lyric [ vers 1 ] i did n't ask , they should n't have told me at first , i laugh , but now it 's sink in fast whatev they 've sold me well , babi [ choru ] i d...",Feeling : Négative
207,La Bachata,Manuel Turizo,2000,86,"8 contributorstranslationsenglishla bachata lyric [ letra de `` la bachata '' ] [ verso 1 ] te bloqueé de insta , pero por otra cuenta veo tu historia ( oh-oh-oh ) tu número lo borré ; no sé pa ' ...",Feeling : Négative
246,Watergun,Remo Forrer,Watergun,76,8 contributorswatergun lyric [ vers 1 ] when we were boy we play pretend armi tank and armi men hide and seek grow to be the king we dream [ pre-choru ] where do we go ? we 're standin ' on the fr...,Feeling : Négative
324,Wreckage,Nate Smith,Wreckage,73,8 contributorswreckag lyric [ vers 1 ] i do n't mean to be guard i do n't mean to be rude i do n't mean to just shut you out it 's just what i 've been use to my heart got callous i do n't make th...,Feeling : Positive
516,Wreckage,Nate Smith,Wreckage,73,8 contributorswreckag lyric [ vers 1 ] i do n't mean to be guard i do n't mean to be rude i do n't mean to just shut you out it 's just what i 've been use to my heart got callous i do n't make th...,Feeling : Positive
509,"You, Me, And Whiskey",Justin Moore,"You, Me, And Whiskey",73,"8 contributorsy , me , and whiskey lyric [ vers 1 : justin moor , priscilla block ] you 've been do that nine-to-f straight line walkin ' yeah , it 's been a long time ( yeah , it 's been a long t...",Feeling : Négative
143,You're Gorgeous,Babybird,Ugly Beautiful,56,8 contributorsy ’ re gorgeou lyric [ intro ] y o u r e g o r g e o u s [ vers 1 ] rememb that tank-top you bought me ? you wrote `` you 're gorgeou '' on it you took me to your rent motor car and ...,Feeling : Négative
599,live more & love more,Cat Burns,live more & love more,75,"8 contributors​​​l more & love more lyric [ vers 1 ] sinc i 've gotten older i 've realiz we all care about thing that do n't realli matter we 're just told it doe [ pre-choru ] and now , we 're a...",Feeling : Positive
623,Shivers,Ed Sheeran,Shivers,73,80 contributorstranslationsespañolportuguêsdeutschفارسیελληνικάсрпскиதமிழ்日本語shiv lyric [ vers 1 ] i took an arrow to the heart i never kiss a mouth that tast like your strawberri and then somethi...,Feeling : Positive
693,Music For a Sushi Restaurant,Harry Styles,Harry's House,82,"80 contributorstranslationstürkçeenglishportuguêsहिन्दीdeutschfrançaismus for a sushi restaur lyric [ intro ] ba , ba-ba ba-ba , ba-ba [ vers 1 ] green eye , fri rice , i could cook an egg on you ...",Feeling : Positive
195,Angels Like You,Miley Cyrus,Plastic Hearts,91,"80 contributorstranslationstürkçeespañolсрпскиportuguêsitalianodeutschfrançaisangel like you lyric [ intro ] mmm , mmm , mmm [ vers 1 ] flower in hand , wait for me everi word in poetri wo n't cal...",Feeling : Positive
32,Your Song,Elton John,Elton John (Remastered Version),0,"82 contributorsyour song lyric [ vers 1 ] it 's a littl bit funni thi feel insid i 'm not one of those who can easili hide i do n't have much money , but boy if i did i 'd buy a big hous where we ...",Feeling : Positive
467,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,60,"85 contributorstranslationsespañoljust wan na rock lyric [ intro ] ah , ah , ah , ah ah , ah , ah i just wan na rock body-odi , yeah ( shake it down ) [ choru ] damn damn ( mc , make anoth hit ) w...",Feeling : Négative
360,Flowers,Miley Cyrus,Flowers,97,"85 contributorstranslationsespañolportuguêskiswahilideutschitalianoсрпскиnederlandssvenskapolskitürkçeελληνικάfrançaisdanskрусскийукраїнськаbahasa indonesiaflow lyric [ vers 1 ] we were good , we ...",Feeling : Positive
426,Flowers,Miley Cyrus,Flowers,97,"85 contributorstranslationsespañolportuguêskiswahilideutschitalianoсрпскиnederlandssvenskapolskitürkçeελληνικάfrançaisdanskрусскийукраїнськаbahasa indonesiaflow lyric [ vers 1 ] we were good , we ...",Feeling : Positive
168,Flowers,Miley Cyrus,Endless Summer Vacation,91,"85 contributorstranslationsespañolportuguêskiswahilideutschitalianoсрпскиnederlandssvenskapolskitürkçeελληνικάfrançaisdanskрусскийукраїнськаbahasa indonesiaflow lyric [ vers 1 ] we were good , we ...",Feeling : Positive
536,Flowers,Miley Cyrus,Flowers,97,"85 contributorstranslationsespañolportuguêskiswahilideutschitalianoсрпскиnederlandssvenskapolskitürkçeελληνικάfrançaisdanskрусскийукраїнськаbahasa indonesiaflow lyric [ vers 1 ] we were good , we ...",Feeling : Positive
788,Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),65,"86 contributorsshut up and danc lyric [ choru ] oh , do n't you dare look back just keep your eye on me i said , `` you 're hold back '' she said , `` shut up and danc with me '' thi woman is my d...",Feeling : Négative
793,Sugar,Maroon 5,V (Deluxe),51,"86 contributorstranslationsportuguêsfrançaissugar lyric [ vers 1 ] i 'm hurt , babi , i 'm broken down i need your love , love , i need it now when i 'm without you , i 'm someth weak you got me b...",Feeling : Positive
650,Late Night Talking,Harry Styles,Harry's House,89,"86 contributorstranslationstürkçeespañolportuguêsहिन्दीdeutschfrançaisl night talk lyric [ vers 1 ] thing have n't been quit the same there 's a haze on the horizon , babe it 's onli been a coupl ...",Feeling : Positive
688,Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,75,89 contributorsiri lyric [ vers 1 ] and i 'd give up forev to touch you 'caus i know that you feel me somehow you 're the closest to heaven that i 'll ever be and i do n't wan na go home right now...,Feeling : Négative
709,Baby Shark,Pinkfong,Pinkfong Animal Songs,78,"89 contributorstranslationsportuguêsbabi shark lyric [ choru ] babi shark , doo-doo-doo-doo-doo-doo babi shark , doo-doo-doo-doo-doo-doo babi shark , doo-doo-doo-doo-doo-doo babi shark ! [ vers 1 ...",Feeling : Positive
609,A Year Ago,James Arthur,A Year Ago,74,"9 contributorsa year ago lyric [ vers 1 ] i miss you your name 's still on my coffe cup i miss you the way you chose the film we watch i miss you , babe if onli i had told you that befor mayb i wo...",Feeling : Positive
397,All The Way Over,Sam Ryder,All The Way Over,51,"9 contributorsal the way over lyric [ vers 1 ] still got your number , but i do n't call it i 'm still in piec and it would be wors if we were talk 'caus it feel like you 're still stuck insid my ...",Feeling : Négative
188,AMG,Natanael Cano,AMG,95,"9 contributorsamg lyric [ letra de `` amg '' ] [ pre-coro : natanael cano & gabito ballestero ] de todo ya pasé , claro que le batallé lo saben do o tre , no soy el mismo que era ayer merced amg ,...",Feeling : Positive
376,Bops,Coi Leray,Bops,72,"9 contributorsbop lyric [ intro ] coi leray yeah , johnni ( yeah , woo ) [ vers 1 ] catchin ' jet , boo ( woo ) , i got jet flu ( woo ) when i touch down ( uh ) , i'ma get loos ( loos ) pull up in...",Feeling : Négative
147,Falling Into You,Céline Dion,Falling into You,54,"9 contributorsfal into you lyric [ vers 1 ] and in your eye i see ribbon of color i see us insid of each other i feel my unconsci merg with your and i hear a voic say , `` what 's hi is her '' [ c...",Feeling : Positive
218,Fictional,Khloe Rose,Fictional,74,"9 contributorsfict lyric [ vers 1 ] well , i guess the third time 's not a charm nurs a three time broken heart i 'm down the rabbit hole again i put myself in anoth world where i can be ani other...",Feeling : Positive
262,Gladiator,Jann,Gladiator,75,"9 contributorsgladi lyric [ vers 1 ] welcom to the parti , say hi to everybodi paid for by martini but they 're sippin ' on bacardi bodi 's more than just a flesh , you can sell it for success wha...",Feeling : Positive
117,How Deep Is Your Love,Take That,Never Forget: The Ultimate Collection,64,9 contributorshow deep is your love lyricsand when you rise in the morn sun i feel you touch my hand in the pour rain and the moment that you wander far from me i wan na feel you in my arm again a...,Feeling : Positive
381,How Does It Feel,Tom Grennan,How Does It Feel,67,"9 contributorshow doe it feel lyric [ intro ] 'caus i could be at your on friday tonight 's at the place we start it 's a long way back from `` sorri '' , but here i go how doe it feel ? how doe i...",Feeling : Négative
489,Human,Cody Johnson,Human The Double Album,77,9 contributorshuman lyric [ vers 1 ] i thought by now i 'd have it figur out how not to make the easi thing so hard to do i bet that i 'd be further down thi road if i could read the sign that poi...,Feeling : Positive
139,María - Pablo Flores Spanglish Radio Edit,Ricky Martin,Ricky Martin,57,"9 contributorsmaría ( pablo flore spanglish radio edit ) lyric [ intro ] uépa [ choru ] un , do , tre , un pasito pa'lant , maría un , do , tre , un pasito pa'tra ( uépa ) ( uépa ) un , do , tre u...",Feeling : Positive
362,Next Thing You Know,Jordan Davis,Next Thing You Know,78,"9 contributorsnext thing you know lyric [ vers 1 ] you swear that you 're stayin ' singl , next thing you know you meet a girl at a bar and next thing you know you get her laughin ' , it 's 2am yo...",Feeling : Positive
